source,target,date,type,FATALITIES,LATITUDE,LOCATION,LONGITUDE,NOTES,记录数,YEAR
Unidentified Armed Group,Civilians,2002/6/21,Remote violence,2,36.3797,Hammam Righa,2.2989,"Two people died when a bomb exploded on Friday at Hamman Righa, 80 kilometres west of the coastal capital",1,2002
Islamist Militia,Civilians,2007/8/14,Remote violence,0,36.7383,Rouiba,3.2808,"A former Islamist leader Mustapha Kartali was seriously injured in Algiers on Tuesday in a dawn bomb attack on his car blamed on an Islamist group, AQIM denied responsibility, saying it did not authorize the attack",1,2007
Islamist Militia,Civilians,2007/7/28,Remote violence,0,36.9833,El Ain Touta,7.55,a farmer was seriously wounded after stepping on a home-made needle bomb on the outskirts of the village of Ain Touta,1,2007
Islamist Militia,Civilians,2007/9/11,Remote violence,0,35.5553,Batna,6.1786,"militant group active in the Lahmar Kheddou region launches an explosive rocket which hit a mosque wall and shook an apartment complex, injuring two children",1,2007
Islamist Militia,Civilians,2007/2/2,Remote violence,0,36.8632,Ben Choud,3.8804,A home-made bomb exploded in the changing room of the local stadium during a football match,1,2007
Islamist Militia,Civilians,2007/9/3,Remote violence,0,36.7433,Bordj Menaiel,3.7173,a bomb hidden in a plastic bag near an apartment complex was defused in Bordj Menaiel,1,2007
Unidentified Armed Group,Civilians,2008/7/15,Remote violence,0,36.7305,Tidjelabine,3.4948,"Homemade bomb exploded under an ambulance on National Road 5. A police car passed by the road directly before the ambulance, and may have been the target. Three civilians in the vehicle were wounded: the driver, one pregnant woman, and another",1,2008
Unidentified Armed Group,Civilians,2008/8/28,Remote violence,0,36.7463,Naciria,3.8316,"Two bombs exploded near the Sunday Market, injuring one person.",1,2008
Islamist Militia,Civilians,2008/8/26,Remote violence,0,36.7233,Si Mustapha,3.6181,"A bomb exploded on a highway, seriously injuring a truck driver. Three other roadside bombs apparently targeting police barracks and patrols were also defused in the same area.",1,2008
Islamist Militia,Civilians,2008/1/31,Remote violence,0,36.7936,Aghribs,4.3116,Roadside bomb attack on the Rally for Culture and Democracy Mayor in Tizi Ouzoi,1,2008
Islamist Militia,Civilians,2008/5/17,Remote violence,1,36.8778,Cap Djinet,3.7205,one person died in the explosion of a home-made bomb,1,2008
Unidentified Armed Group,Civilians,2009/7/12,Remote violence,0,36.5646,Lakhdaria,3.5933,near the water reservoir of Lakhdaria,1,2009
Unidentified Armed Group,Civilians,2009/10/25,Remote violence,0,36.7447,Azazga,4.3722,"A bomb detonated, injuring one 25-year-old man.",1,2009
Unidentified Armed Group,Civilians,2009/4/25,Remote violence,1,36.5873,Azerou Kellat,4.286,"a homemade bomb exploded in Azrou Kellal three kilometres from the main town of Ain El Hammam (40 km from Tizi Ouzou), killing one citizen and wounding three others, one of whom seriously.",1,2009
Unidentified Armed Group,Civilians,2009/3/16,Remote violence,5,35.2833,El Houidjbet,8.3,"An Algerian sheep farmer, three of his children and another person were killed in a bomb attack near the border with Tunisia.",1,2009
Unidentified Armed Group,Civilians,2010/11/14,Remote violence,1,33.3561,El Oued,6.8632,One civilians is killed and three others are wounded by a roadside explosion.,1,2010
Unidentified Armed Group,Civilians,2010/11/25,Remote violence,1,34.3066,Zarif El Ouar,7.6716,A civilian is killed and three wounded after a pair of twin bombs explode in a rural area.,1,2010
Unidentified Armed Group,Civilians,2010/11/12,Remote violence,1,36.5422,Boghni,3.9531,A bomb planted by an unknown group kills one and wounds four. The victims were employees of the SNC Lavallin Company.,1,2010
Unidentified Armed Group,Civilians,2011/10/11,Remote violence,0,36.6818,Mekla,4.2638,"A bomb, targeted at military forces, instead injures four civilians. It is unclear who detonated the device.",1,2011
Unidentified Armed Group,Civilians,2011/8/17,Remote violence,1,36.7233,Si Mustapha,3.6181,"On 17 August, aÊbombÊexplosion in Si Mustapha [Boumerdes Province, 56 km east of Algiers] caused the death of one person and theÊinjuryÊof five persons.",1,2011
Unidentified Armed Group,Civilians,2011/2/9,Remote violence,5,34.15429,Messaad,3.50309,"A total of five people were killed when a bomb hit a vehicle. The blast occurred on 8 March when a vehicle passed the area of Messaad in Djelfa Province, 200 km south of Algiers, killing five passengers. It struck a group of bird hunters travelling in an all-terrain vehicle.",1,2011
Unidentified Armed Group,Civilians,2011/3/7,Remote violence,5,34.6667,Djelfa,3.25,A roadside explosive detonated along side a vehicle killing five people.,1,2011
Unidentified Armed Group,Civilians,2011/2/9,Remote violence,5,34.1543,Messaad,3.5031,"A total of five people were killed when aÊbombÊhit a vehicle. The blast occurred on 8 March when a vehicle passed the area of Messaad in Djelfa Province, 200 km south of Algiers, killing five passengers. It struck a group of bird hunters travel",1,2011
Unidentified Armed Group,Civilians,2011/2/9,Remote violence,5,34.1543,Messaad,3.5031,"A total of five people were killed when aÊbombÊhit a vehicle. The blast occurred on 8 March when a vehicle passed the area of Messaad in Djelfa Province, 200 km south of Algiers, killing five passengers. It struck a group of bird hunters travel",1,2011
Unidentified Armed Group,Civilians,2012/5/8,Remote violence,0,36.7227,Issers,3.6672,Hand made explosive device found and neutralised near a school in Issers.,1,2012
Unidentified Armed Group,Civilians,2012/1/11,Remote violence,0,36.7254,Thenia,3.5567,Two customs agents are wounded in a remotely detonated bomb explosion.,1,2012
Unidentified Armed Group,Civilians,2012/1/15,Remote violence,0,36.6906,Souk El Had,3.5891,"Attackers targeted a freight train with a homemade explosive, but failed to do any damage.",1,2012
Unidentified Armed Group,Civilians,2012/7/12,Remote violence,0,36.7433,Bordj Menaiel,3.7173,Four National Gendarmerie officials of Algeria were injured in a roadside bomb attack,1,2012
Unidentified Armed Group,Civilians,2012/11/7,Remote violence,0,36.5811,Ait Yahia,3.8883,Two civilians were injured in a remotely-detonate bomb explosion on Wednesday (November 7th) in Ait Yahia Moussa,1,2012
Unidentified Armed Group,Civilians,2012/5/16,Remote violence,1,36.8931,Azeffoun,4.42,A sailor was killed in a remote controlled bomb explosion that hit his passing car,1,2012
Unidentified Armed Group,Civilians,2012/12/26,Remote violence,2,36.0334,Sidi Mregueb,3.3677,AÊbombÊintended to take out soldiers killed two youths from the same family in the Bouira region,1,2012
Unidentified Armed Group,Civilians,2013/2/17,Remote violence,0,36.7254,Thenia,3.5567,"A bomb explosion left an Algerian woman with serious injuries. The victim reportedly stepped on the explosive device, buried by armed combatants in an olive grove near Thenia, 15km south of Boumerdes.",1,2013
Unidentified Armed Group,Civilians,2013/7/23,Remote violence,2,36.5344,Kadiria,3.6828,"Two forest rangers were killed and two others wounded this Tuesday, 23 July, in an explosion of a homemade bomb in Sellala, on the heights of the municipality of Kadiria.",1,2013
Unidentified Armed Group,Civilians,2013/7/12,Remote violence,2,35.4358,Khenchela,7.1433,"Two Algerian people including a journalist were killed Friday in Algerias Khenchla province when a road side bomb planted by militants exploded in the province, about 450 km east of Algiers,",1,2013
Unidentified Armed Group,Civilians,2014/2/3,Remote violence,1,36.7433,Bordj Menaiel,3.7173,One civilian was killed and three injured in aÊbomb attackÊon Monday evening inÊAlgeriasÊnorthern province of Boumerdes.,1,2014
Unidentified Armed Group,Civilians,2014/2/4,Remote violence,2,36.7664,Boumerdes,3.4772,Two killed inÊbombÊblast inÊAlgeriasÊBoumerdes.,1,2014
Unidentified Armed Group,Civilians,2015/7/5,Remote violence,0,35.1939,Sidi Bel Abbes,-.6414,Three civilians were injured after a landmine exploded in Sidi Bel Abbes.,1,2015
Unidentified Armed Group,Civilians,2015/7/5,Remote violence,0,35.1939,Sidi Bel Abbes,-.6414,Three civilians were injured after a landmine exploded in Sidi Bel Abbes.,1,2015
Unidentified Armed Group,Civilians,2016/1/19,Remote violence,0,36.01904,Souk El Khemis,3.9924,Two people were badly injured in Souk El Khemis after the detonation of a bomb.,1,2016
Unidentified Armed Group,Civilians,2016/1/19,Remote violence,0,36.019,Souk El Khemis,3.9924,Two people were badly injured in Souk El Khemis after the detonation of a bomb.,1,2016
Unidentified Armed Group,Civilians,2014/7/20,Strategic development,0,32.4909,Ghardaia,3.6735,"On Sunday [20 July]), a Molotov cocktail was thrown at a Mozabite with no reaction from the police, whose station was a few meters from the scene in Ghardaia.",1,2014
Islamist Militia,Civilians,1999/10/7,Violence against civilians,8,36.6725,Douaouda,2.7894,"A group of 10 armed extremists slit the throats of the eight family members Thursday evening in a shantytown on the outskirts of Douaouda. Perpetrating group not named. The father, mother and their six children were killed and their bodies muti",1,1999
GLD: Legitimate Defence Groups Militia,Civilians,2000/2/8,Violence against civilians,7,36.1352,Berrouaghia,2.9109,"February 12 (Xinhua) seven were killed on Thursday near Berrouaghia, 70 kilometers south of capital Algiers, when a group of militiamen sprayed bullets at a queue of vehicles, according to the Le Martin newspaper.",1,2000
Islamist Militia,Civilians,2002/9/20,Violence against civilians,0,36.9897,Zitouna,6.4605,"In Zitouna, militants lying in ambush fired bullets at an Express vehicle carrying only the driver who miraculously emerged alive but with three bullets in his thorax.",1,2002
Unidentified Armed Group,Civilians,2002/6/11,Violence against civilians,0,36.8792,Skikda,6.9067,"At Skikda, some 500 kilometres (300 miles) east of the capital, six youths were shot and wounded by a man with a machine-gun on Tuesday.",1,2002
Unidentified Armed Group,Civilians,2002/6/7,Violence against civilians,1,36.2641,Ain Defla,1.9679,On Friday a policeman was shot dead in a restaurant in Ain Defla some 160 kilometres (100 miles) west of Algiers.,1,2002
Unidentified Armed Group,Civilians,2002/1/13,Violence against civilians,1,35.0569,Ain el Hadid,.8889,"The body of a shepherd whose throat was slit was found in Ain El Hadid, also in Tiaret, on Monday. The victim had been kidnapped on Sunday.",1,2002
Islamist Militia,Civilians,2002/10/8,Violence against civilians,1,36.5483,Ain Zaouia,3.8942,A trader was shot dead by an armed group in Aien Zaouia in the region of Tizi Ouzou. Specific group not named.,1,2002
Islamist Militia,Civilians,2002/1/14,Violence against civilians,2,35.85,Ramka,1.3333,"A group of 20 armed Islamists killed two people and wounded five on Monday at a wake in Ramka, near the city of Relizan some 300 kilometres (200 miles) southwest of Algiers, several newspapers said. The attackers unleashed automatic fire on mou",1,2002
Islamist Militia,Civilians,2002/1/17,Violence against civilians,2,36.5884,Tizi Gheniff,3.7745,"A group of militants killed two people and injured three in an overnight attack on a hotel in Tizi Ghenif, a town close to the main Kabyle city of Tizi Ouzou. It is not specified whether GIA or GSPC perpetrated the attack.",1,2002
Islamist Militia,Civilians,2002/2/15,Violence against civilians,3,34.868,El Alia,5.7396,"Three Algerian men who had just finished their military service had their throats slit by armed Islamic extremists who forced local villagers to watch the scene. Some 30 armed Islamic radicals barged into a cafe in the village of El Alia, 500 k",1,2002
Islamist Militia,Civilians,2002/5/6,Violence against civilians,3,36.6732,Ziama Mansouriah,5.4812,"Three people were murdered in the night of Monday to Tuesday by an armed group in ziama mansouriah, in the region of Jijel (300 km east of Algiers). The armed group, consisting of twenty men set up a false roadblock. The attack was attributed t",1,2002
Islamist Militia,Civilians,2002/7/13,Violence against civilians,3,36.6155,Bouharoun,2.6488,"Three young people were shot and killed by armed Islamists in Bouharoun, a fishing port some 40 kilometres (25 miles) west of Algiers. They were reportedly playing a game of dominos on a small boat at the beach when they were attacked.",1,2002
